Asus;VX239H +;23;1920;1080;2910000;2.665816461
Asus;VN247HA;23.6;1920;1080;2585000;2.756850631
Asus;VS247HV;23.6;1920;1080;2390000;2.721471133
Asus;MG24UQ;24;3840;2160;6885000;6.004384639
Asus;PA248Q;24;1920;1080;5545000;3.293893268
Asus;PA249Q;24;1920;1080;8820000;3.888087402
Asus;PG248Q;24;1920;1080;8485000;3.827307239
Asus;VG248QE;24;1920;1080;4400000;3.086152113
Asus;VP247H;24;1920;1080;2340000;2.712399467
Asus;VS248HR;24;1920;1080;1840000;2.621682806
Asus;VX248H;24;1920;1080;2670000;2.772272464
Asus;VX24AH;24;2560;1440;4790000;3.692834641
Asus;MG279Q;27;2560;1440;9590000;5.013714593
Asus;MX279H;27;1920;1080;4800000;3.608725442
Asus;MX27AQ;27;2560;1440;8125000;4.747914774
Asus;MX27UQ;27;3840;2160;11445000;7.281720593
Asus;PA279Q;27;2560;1440;11740000;5.403796238
Asus;PB278Q;27;2560;1440;8485000;4.813230771
Asus;PB279Q;27;3840;2160;12250000;7.427774418
Asus;PB287Q;27;3840;2160;8815000;6.804550953
Asus;PG278Q;27;2560;1440;11350000;5.333037242
Asus;PG279Q;27;2560;1440;13435000;5.711325721
Asus;PG27AQ;27;3840;2160;14395000;7.816948896
Asus;VG278HE;27;1920;1080;6240000;3.869989428
Asus;VP278H;27;1920;1080;3685000;3.406427287
Asus;VS278H;27;1920;1080;3350000;3.345647124
Asus;VS278Q;27;1920;1080;3280000;3.332946791
Asus;VX279H;27;1920;1080;4115000;3.484443616
Asus;MX299Q;29;2560;1080;7045000;4.501759329
Asus;PB298Q;29;2560;1080;7890000;4.655070487
Asus;PQ321QE;32;3840;2160;16390000;8.928908376
Asus;PG348Q;34;3440;1440;20640000;8.520904113
Asus;MX259H;25;1920;1080;3665000;3.10279862
Asus;VN279H;27;1920;1080;4230000;3.505308448
Asus;VX207DE;19.5;1366;768;1070000;1.649349864
BenQ;BL702A;17;1366;768;1364000;1.252691261
BenQ;DL2020;20;1366;768;1008000;1.638100998
BenQ;GL2023A;20;1600;900;1060000;1.719653062
BenQ;GW2265M;21.5;1920;1080;1370000;2.236409144
BenQ;GW2270;21.5;1920;1080;1360000;2.23459481
BenQ;GW2270H;21.5;1920;1080;1520000;2.263624142
BenQ;RL2240HE;21.5;1920;1080;1810000;2.316239806
BenQ;GW2470H;23.6;1920;1080;1985000;2.647990637
BenQ;EW2440ZH;24;1920;1080;2260000;2.697884801
BenQ;EW2445ZH;24;1920;1080;2555000;2.751407632
BenQ;GL2460;24;1920;1080;2040000;2.65796947
BenQ;GL2460HM;24;1920;1080;2240000;2.694256135
BenQ;XL2420G;24;1920;1080;7880000;3.717540078
BenQ;ZOWIE RL2455;24;1920;1080;2595000;2.758664965
BenQ;ZOWIE RL2460;24;1920;1080;2900000;2.814002128
BenQ;ZOWIE XL2411;24;1920;1080;4295000;3.067101614
BenQ;ZOWIE XL2430;24;1920;1080;5840000;3.347416099
BenQ;ZOWIE XL2540;25;1920;1080;7990000;3.887497744
BenQ;GW2760HS;27;1920;1080;3070000;3.294845793
BenQ;GW2765HT;27;2560;1440;5545000;4.2798168
BenQ;ZOWIE RL2755;27;1920;1080;3645000;3.399169954
BenQ;ZOWIE XL2720;27;1920;1080;7390000;4.07863775
BenQ;ZOWIE XL2730Z;27;2560;1440;8940000;4.895782933
BenQ;ZOWIE XL2735;27;1920;1080;10190000;4.586651055
BenQ;EW2775ZH;27;1920;1080;3125000;3.304824626
DELL;E1913S;18.5;1280;1024;1880000;1.683319206
DELL;E1914;18.5;1366;768;960000;1.479392198
DELL;E2016HV;20;1600;900;978000;1.70477553
DELL;E2216HV;21.5;1920;1080;1340000;2.230966144
DELL;P2214H;21.5;1920;1080;2560000;2.452314798
DELL;E2214H;22;1920;1080;2660000;2.470458131
DELL;P2211H;22;1920;1080;2100000;2.36885547
DELL;S2216H;22;1920;1080;2045000;2.358876637
DELL;S2240T;22;1920;1080;3905000;2.696342618
DELL;P2317H;23;1920;1080;2540000;2.598686132
DELL;S2316H;23;1920;1080;2420000;2.576914133
DELL;S2340L;23;1920;1080;2590000;2.607757798
DELL;P2415Q;24;3840;2160;5600000;5.771242818
DELL;P2416D;24;2560;1440;3575000;3.472393154
DELL;S2415H;24;1920;1080;2658000;2.770095264
DELL;SE2417HG;24;1920;1080;1943000;2.640370438
DELL;U2414H;24;1920;1080;3820000;2.980920786
DELL;U2515H;25;2560;1440;4575000;3.803826477
DELL;S2715H;27;1920;1080;4435000;3.542502279
DELL;U2713HM;27;2560;1440;7445000;4.624540115
DELL;U2913WM;29;2560;1080;7695000;4.619690989
DELL;U3415W;34;3440;1440;12645000;7.070344694
DELL;P1914S;18.5;1280;1024;2170000;1.735934869
DELL;P2314H;23;1920;1080;2695000;2.626808297
DELL;P2314T;23;1920;1080;3993000;2.862308751
DELL;P2714T;27;1920;1080;8005000;4.190219243
DELL;S2716DG;27;2560;1440;8945000;4.896690099
DELL;SE2716H Curve;27;1920;1080;6320000;3.884504094
DELL;U2711;27;2560;1440;7340000;4.605489616
DELL;U2715H;27;2560;1440;7790000;4.687134611
HP;P17A Pro;17;1280;1024;1863000;1.380234839
HP;P19A Pro;19;1280;1024;1973000;1.700192505
HP;V194/93;19;1366;768;935000;1.474856365
HP;20KD Dvi;19.5;1440;900;985000;1.67752488
HP;LV2011;20;1600;900;970000;1.703324063
HP;V223;21.5;1920;1080;1410000;2.243666477
HP;V244H;24;1920;1080;1783000;2.611341106
HP;V272;27;1920;1080;3317000;3.339659824
LG;16M38A / 16M37A;15.6;1366;768;850000;1.009434533
LG;T17MB15T;17;1280;1024;2450000;1.4867362
LG;19M38A;18.5;1366;768;905000;1.469413366
LG;19MB15T;19;1280;1024;3210000;1.924625526
LG;19MB35D;19;1280;1024;1810000;1.670618873
LG;19M38H;19;1366;768;960000;1.479392198
LG;20M38H-B;20;1920;1080;1065000;1.88107198
LG;20MP47A;20;1440;900;1090000;1.696575379
LG;20MP48A;20;1440;900;1005000;1.681153547
LG;20MT45A;20;1920;1080;1440000;1.949109476
LG;20MT47AC;20;1920;1080;1335000;1.930058977
LG;20MT48AF;20;1366;768;1300000;1.691079528
LG;22M47VQ-P;21.5;1920;1080;1510000;2.261809809
LG;22M45-HB;21.5;1920;1080;1620000;2.281767474
LG;22MT48A;21.5;1920;1080;1520000;2.263624142
LG;22M38A-B;22;1920;1080;1410000;2.243666477
LG;22MP58VQ;22;1920;1080;1590000;2.276324475
LG;22MP68VQ;22;1920;1080;1790000;2.312611139
LG;23ET63V;23;1920;1080;5470000;3.130285769
LG;23MP67HQ-P;23;1920;1080;2390000;2.571471133
LG;23MP68VQ;23;1920;1080;2150000;2.527927136
LG;24GM77HM;24;1920;1080;3960000;3.006321451
LG;24MP57HQ;24;1920;1080;2168000;2.681192936
LG;24MP58VQ -;24;1920;1080;1868000;2.626762939
LG;24MP77HM-P;24;1920;1080;2645000;2.767736631
LG;24MP88HM-S;24;1920;1080;2660000;2.770458131
LG;24MT48A;24;1920;1080;1610000;2.579953141
LG;24UD58W;24;3840;2160;3775000;5.440127003
LG;25UM58-P;25;2560;1080;2495000;3.076237708
LG;27MP68VQ-P;27;1920;1080;3195000;3.317524959
LG;27UD68-W;27;3840;2160;5910000;6.277487148
LG;28MT47A;28;1366;768;2065000;3.029876021
LG;29MT47AC;29;1366;768;2000000;3.168082855
LG;29MT48A;29;1366;768;2000000;3.168082855
LG;29UM58-P;29;2560;1080;5040000;4.137985515
LG;32LF520A;32;1920;1080;2900000;4.014002128
LG;32LW54TH;32;1920;1080;2480000;3.937800132
LG;32MP58HQ;32;1920;1080;3450000;4.113790456
LG;32LH510;32;1920;1080;2505000;3.942335966
LG;34UC97;34;3440;1440;14550000;7.415975174
LG;34UC98C;34;3440;1440;14490000;7.405089175
LG;34UM68P;34;1920;1080;6940000;5.046992754
LG;34UM95-P;34;3440;1440;16140000;7.704454158
Phillips;163V5L;15.6;1366;768;800000;1.000362867
Phillips;203V5HL;19.5;1600;900;1030000;1.714210063
Phillips;203V5L;19.5;1600;900;985000;1.706045563
Phillips;222TE6QB;21.5;1920;1080;1365000;2.235501977
Phillips;223V5HL;21.5;1920;1080;1305000;2.224615978
Phillips;224E5Q;21.5;1920;1080;1615000;2.280860308
Phillips;234E5Q;23;1920;1080;1820000;2.468054139
Phillips;243V5Q;23.6;1920;1080;1990000;2.648897804
Phillips;24PHA4110S;24;1366;768;1750000;2.372724524
Phillips;273V5L;27;1920;1080;2545000;3.199593298
Phillips;273V5QHAB;27;1920;1080;2760000;3.238601463
Samsung;LS19F350HNEX/19F355HNE;18.5;1366;768;953000;1.478122165
Samsung;S19D300HY;19;1366;768;995000;1.485742365
Samsung;LS20D300H;19.5;1600;900;1315000;1.76591856
Samsung;LC22F390FH;21.5;1920;1080;2003000;2.351256437
Samsung;LS22F355FHEX / S22F350FH;21.5;1920;1080;1455000;2.251830976
Samsung;S22D300HY;22;1920;1080;1750000;2.305353806
Samsung;C24F390;24;1920;1080;2438000;2.730179933
Samsung;LC24FG70FQE;24;1920;1080;5880000;3.354673431
Samsung;S24F350F;24;1920;1080;1850000;2.623497139
Samsung;C27F591F;27;1920;1080;3930000;3.450878451
Samsung;LC27F390;27;1920;1080;3430000;3.36016179
Samsung;LC27FG70FQE;27;1920;1080;6880000;3.986106755
Samsung;LS27E390HS;27;1920;1080;3098000;3.299925926
Samsung;LU28E590;28;3840;2160;5945000;6.433837315
Samsung;LC32F391FWE;32;1920;1080;4490000;4.302481112
Samsung;S32F351FUE;32;1920;1080;3328000;4.091655591
Samsung;LS34E791;34;3440;1440;10045000;6.598618053
Samsung;LS32E590CS;31.5;1920;1080;5520000;4.489357435
Viewsonic;VA1603A;15.6;1366;768;875000;1.013970366
Viewsonic;VA-1903a;18.5;1366;768;985000;1.483928031
Viewsonic;VA-951S;19;1280;1024;2365000;1.771314367
Viewsonic;VA2055Sa;19.5;1920;1080;1110000;1.88923648
Viewsonic;VA2046A;20;1600;900;1030000;1.714210063
Viewsonic;VA2265Smh;21.5;1920;1080;1510000;2.261809809
Viewsonic;VX2257mhd;21.5;1920;1080;2015000;2.353433637
Viewsonic;VX2263S;21.5;1920;1080;1718000;2.29954794
Viewsonic;VX2263Smhl;21.5;1920;1080;2015000;2.353433637
Viewsonic;VX2263Smhl-W;21.5;1920;1080;1810000;2.316239806
Viewsonic;TD2220;22;1920;1080;3955000;2.705414284
Viewsonic;VA2219SH;22;1920;1080;1515000;2.262716975
Viewsonic;VA2246;22;1920;1080;1485000;2.257273976
Viewsonic;TD2340;23;1920;1080;6180000;3.259103428
Viewsonic;VX2363Smhl Black;23;1920;1080;2195000;2.536091635
Viewsonic;VX2363Smhl White;23;1920;1080;2415000;2.576006966
Viewsonic;TD2421;23.6;1920;1080;4385000;3.083430613
Viewsonic;VA2465S-2;23.6;1920;1080;1870000;2.627125805
Viewsonic;VA2465SH;23.6;1920;1080;1940000;2.639826138
Viewsonic;VG2401MH-2;23.6;1920;1080;3725000;2.96368462
Viewsonic;VP2468;23.6;1920;1080;5015000;3.197733607
Viewsonic;VX2457mhd;23.6;1920;1080;2420000;2.726914133
Viewsonic;VA2419SH;24;1920;1080;1970000;2.645269138
Viewsonic;VX2475Smhl;24;3840;2160;6965000;6.018899305
Viewsonic;XG2401;24;1920;1080;4550000;3.113367112
Viewsonic;VS2573SG;25;1920;1080;3125000;3.004824626
Viewsonic;VX2573sg;25;1920;1080;3120000;3.003917459
Viewsonic;VX2573Shw;25;1920;1080;3370000;3.04927579
Viewsonic;VA2719-sh;27;1920;1080;3310000;3.338389791
Viewsonic;VP2780;27;3840;2160;12230000;7.424145751
Viewsonic;VX2756Sml;27;1920;1080;3320000;3.340204124
Viewsonic;VX2757-MHD;27;1920;1080;3600000;3.391005454
Viewsonic;VX2771smhg;27;1920;1080;3820000;3.430920786
Viewsonic;VX2776SMH;27;1920;1080;3975000;3.459042951
Viewsonic;VX2778SMHD;27;2560;1440;6950000;4.53473062
Viewsonic;XG2703-GS;27;2560;1440;13400000;5.704975554
Viewsonic;VX2858SML;28;1920;1080;3390000;3.502904457
Viewsonic;VX2880ML;28;3840;2160;7630000;6.739552464
Viewsonic;VX3209;31.5;2560;1440;5750000;5.067010632
Viewsonic;XG3202-C;31.5;1920;1080;6950000;4.748807087
Viewsonic;VX2476smhd;24;1920;1080;2775000;2.791322963
